5.815562168462125925e+00,5.772922698211051945e-02,2.263876365075403324e-02,-2.115863723656333240e-01,-3.829387176715336009e-03,1.520040686888184389e-01,-3.755020077964194014e-02,1.018764924922304499e-01,-1.059324075219840178e-01,-9.753496510996136071e-02,3.006748009418244022e-02,1.166211796427114311e-01,3.502918325308766456e-01
5.815552592997278225e+00,5.897475757138900820e-02,2.313549936183770944e-02,-2.129931958979921491e-01,-4.683901813911126727e-03,1.534938601586811613e-01,-3.690643303552434279e-02,1.025922347826049436e-01,-1.065572247795022603e-01,-9.832757578976321355e-02,3.014626686078932666e-02,1.163703915818516121e-01,3.508687079662428099e-01
5.815543342176407116e+00,6.017163257904598050e-02,2.362195179684316304e-02,-2.143125482322272291e-01,-5.478080114709941821e-03,1.548980967161790179e-01,-3.629925445562516562e-02,1.032498905171158193e-01,-1.071186970255977172e-01,-9.913388659484213827e-02,3.023237244569291007e-02,1.161209450858121800e-01,3.513578978632938554e-01
5.815534457973957849e+00,6.132285085198117824e-02,2.409850573775724342e-02,-2.155498127491340121e-01,-6.216026745924616709e-03,1.562252346316060636e-01,-3.572729283476370338e-02,1.038537701316777639e-01,-1.076216623418048968e-01,-9.995203904316733723e-02,3.032557740071768412e-02,1.158750958327660063e-01,3.517684187413187002e-01
5.815525968920084665e+00,6.243118582980187320e-02,2.456553337702172338e-02,-2.167100433480103894e-01,-6.901601712957164923e-03,1.574828223141414574e-01,-3.518909602330732439e-02,1.044078323844141176e-01,-1.080706181435193702e-01,-1.007803897939964222e-01,3.042557258187648245e-02,1.156346149841109422e-01,3.521082930161863467e-01
5.815517892837254621e+00,6.349920572108744277e-02,2.502339545212979924e-02,-2.177979872307451437e-01,-7.538425773543307173e-03,1.586776010894238031e-01,-3.468316216188791629e-02,1.049157201815463791e-01,-1.084697421931326844e-01,-1.016174839974312433e-01,3.053198849724975475e-02,1.154008722177069651e-01,3.523846670177110951e-01
5.815510239066576048e+00,6.452929153314845845e-02,2.547244195902540961e-02,-2.188181050906590486e-01,-8.129888357542476574e-03,1.598155947015427458e-01,-3.420796455115256846e-02,1.053807916573004655e-01,-1.088229129146458252e-01,-1.024620319874969543e-01,3.064441822129712265e-02,1.151749050410987851e-01,3.526039140194038302e-01
5.815503010277323526e+00,6.552365321314168600e-02,2.591301259816241459e-02,-2.197745892327629125e-01,-8.679157125679902093e-03,1.609021887571394638e-01,-3.376197192570660338e-02,1.058061472566167449e-01,-1.091337288961705260e-01,-1.033128889292983382e-01,3.076243507854008186e-02,1.149574766963561145e-01,3.527717243265650060e-01
5.815496203936132424e+00,6.648434412662269921e-02,2.634543705292539256e-02,-2.206713800212594112e-01,-9.189188529549988105e-03,1.619422012161471913e-01,-3.334366480693485429e-02,1.061946534439718315e-01,-1.094055275041165287e-01,-1.041690370639278967e-01,3.088560610086153735e-02,1.147491245629620321e-01,3.528931841624480814e-01
5.815489813498357918e+00,6.741327407125642657e-02,2.677003516483342227e-02,-2.215121809527738350e-01,-9.662738905750483873e-03,1.629399449249517295e-01,-3.295154852405631635e-02,1.065489635566514298e-01,-1.096414025632990591e-01,-1.050295702295411526e-01,3.101350209112305883e-02,1.145502006343735446e-01,3.529728448378555150e-01
5.815483829372631419e+00,6.831222099831107952e-02,2.718711704709111249e-02,-2.223004725812698368e-01,-1.010237576420014265e-02,1.638992830855255933e-01,-3.258416341626402257e-02,1.068715362333923224e-01,-1.098442210814857961e-01,-1.058936803712878100e-01,3.114570497946379107e-02,1.143609053731122482e-01,3.530147834768185278e-01
5.815478239700285101e+00,6.918284159251908427e-02,2.759698316332567097e-02,-2.230395254664915561e-01,-1.051048902575234950e-02,1.648236784594621085e-01,-3.224009266062798085e-02,1.071646517767371604e-01,-1.100166390159116603e-01,-1.067606457853506885e-01,3.128181303500176397e-02,1.141813160270976901e-01,3.530226563920803029e-01
5.815473030983649316e+00,7.002668084161389750e-02,2.799992438889362112e-02,-2.237324122773811652e-01,-1.088930203537192415e-02,1.657162370192257761e-01,-3.191796811001802736e-02,1.074304267473501079e-01,-1.101611160938531925e-01,-1.076298208725300909e-01,3.142144439199030109e-02,1.140114103072608215e-01,3.529997460528133124e-01
5.815468188590998011e+00,7.084518071006321027e-02,2.839622206608091379e-02,-2.243820191517603979e-01,-1.124088223043214971e-02,1.665797466803183025e-01,-3.161647447199882055e-02,1.076708270388632566e-01,-1.102799297102423082e-01,-1.085006272043087250e-01,3.156423926312253853e-02,1.138510861759388509e-01,3.529490024585099639e-01
5.815463697160806689e+00,7.163968801693332278e-02,2.878614806062407619e-02,-2.249910563910562100e-01,-1.156715138357061051e-02,1.674167116771526631e-01,-3.133435211282002003e-02,1.078876796408041738e-01,-1.103751879331910796e-01,-1.093725457290719849e-01,3.170986114112732401e-02,1.137001783712436320e-01,3.528730796234346156e-01
5.815459540923845871e+00,7.241146160516168107e-02,2.916996482445032707e-02,-2.255620685520716429e-01,-1.186989536932075463e-02,1.682293830817863933e-01,-3.107039872964079477e-02,1.080826832633127732e-01,-1.104488416537727918e-01,-1.102451099682088959e-01,3.185799723080225826e-02,1.135584721897399951e-01,3.527743677823081958e-01
5.815455703958245515e+00,7.316167887855734575e-02,2.954792546786755639e-02,-2.260974439853011275e-01,-1.215077342588335649e-02,1.690197859077573472e-01,-3.082347009837478613e-02,1.082574179694278660e-01,-1.105026959199676417e-01,-1.111179000713296006e-01,3.200835830519430103e-02,1.134257149645094415e-01,3.526550218474933662e-01
5.815452170389904474e+00,7.389144177334834585e-02,2.992027384329924711e-02,-2.265994238600048394e-01,-1.241132689976074191e-02,1.697897431905396881e-01,-3.059248007346202294e-02,1.084133539376857108e-01,-1.105384204967293782e-01,-1.119905376170114014e-01,3.216067814002634973e-02,1.133016256048595821e-01,3.525169865787909362e-01
5.815448924548379139e+00,7.460178222288303684e-02,3.028724464186574594e-02,-2.270701107093546223e-01,-1.265298747294836545e-02,1.705408973910161885e-01,-3.037639998892388560e-02,1.085518594587383256e-01,-1.105575596950245515e-01,-1.128626810605305036e-01,3.231471264820006545e-02,1.131859025050299394e-01,3.523620188673430853e-01
5.815445951086529064e+00,7.529366716697030726e-02,3.064906350352556569e-02,-2.275114765238580861e-01,-1.287708488100980028e-02,1.712747294283144261e-01,-3.017425758676680128e-02,1.086742082539705473e-01,-1.105615415126936646e-01,-1.137340217431813960e-01,3.247023881001112611e-02,1.130782300801421725e-01,3.521917074836503625e-01
5.815443235070721251e+00,7.596800315117878399e-02,3.100594714104522656e-02,-2.279253704174812323e-01,-1.308485413645983295e-02,1.719925756128516392e-01,-2.998513557871828467e-02,1.087815861910689935e-01,-1.105516861293246444e-01,-1.146042803892296930e-01,3.262705347353089813e-02,1.129782841466546589e-01,3.520074905951618427e-01
