assets	11,1,0.0009490121646104736,7.420599584446424e-05
assignment	1,0,8.62738331464067e-05,0.0
assist	0,3,0.0,0.0002226179875333927
association	1,0,8.62738331464067e-05,0.0
assuming	1,0,8.62738331464067e-05,0.0
assumption	1,0,8.62738331464067e-05,0.0
assure	3,0,0.0002588214994392201,0.0
at	57,66,0.004917608489345182,0.004897595725734639
attempt	1,0,8.62738331464067e-05,0.0
attendance	2,0,0.0001725476662928134,0.0
attended	0,1,0.0,7.420599584446424e-05
attest	1,0,8.62738331464067e-05,0.0
attitudinal	0,1,0.0,7.420599584446424e-05
attl	1,0,8.62738331464067e-05,0.0
attn	0,2,0.0,0.00014841199168892847
attractive	1,1,8.62738331464067e-05,7.420599584446424e-05
attributable	0,1,0.0,7.420599584446424e-05
audit	2,0,0.0001725476662928134,0.0
authenticity	0,1,0.0,7.420599584446424e-05
author	0,2,0.0,0.00014841199168892847
authorities	0,1,0.0,7.420599584446424e-05
authority	1,0,8.62738331464067e-05,0.0
authorized	0,1,0.0,7.420599584446424e-05
automatically	1,3,8.62738331464067e-05,0.0002226179875333927
automobile	0,1,0.0,7.420599584446424e-05
availability	0,2,0.0,0.00014841199168892847
available	12,9,0.0010352859977568803,0.0006678539626001781
average	0,3,0.0,0.0002226179875333927
aviation	1,0,8.62738331464067e-05,0.0
avoid	3,5,0.0002588214994392201,0.00037102997922232116
awesome	1,0,8.62738331464067e-05,0.0
ax	0,1,0.0,7.420599584446424e-05
azurix	10,0,0.000862738331464067,0.0
bachelors	0,1,0.0,7.420599584446424e-05
back	5,16,0.0004313691657320335,0.0011872959335114278
backgrounds	0,1,0.0,7.420599584446424e-05
bacon	0,1,0.0,7.420599584446424e-05
bacterial	0,1,0.0,7.420599584446424e-05
bad	2,2,0.0001725476662928134,0.00014841199168892847
banked	0,1,0.0,7.420599584446424e-05
banker	2,0,0.0001725476662928134,0.0
bankruptcy	12,2,0.0010352859977568803,0.00014841199168892847
banners	0,1,0.0,7.420599584446424e-05
bannersgomlm	0,6,0.0,0.0004452359750667854
bar	0,1,0.0,7.420599584446424e-05
bareback	0,1,0.0,7.420599584446424e-05
barely	0,1,0.0,7.420599584446424e-05
bargaain	0,1,0.0,7.420599584446424e-05
barney	3,0,0.0002588214994392201,0.0
barrier	0,2,0.0,0.00014841199168892847
barrow	1,0,8.62738331464067e-05,0.0
base	0,1,0.0,7.420599584446424e-05
based	6,4,0.0005176429988784402,0.00029682398337785694
baskets	5,0,0.0004313691657320335,0.0
bawled	0,1,0.0,7.420599584446424e-05
bazzd	0,1,0.0,7.420599584446424e-05
bc	1,0,8.62738331464067e-05,0.0
be	90,84,0.007764644983176603,0.006233303650934996
beale	1,0,8.62738331464067e-05,0.0
beans	0,1,0.0,7.420599584446424e-05
beca	0,1,0.0,7.420599584446424e-05
became	0,4,0.0,0.00029682398337785694
beck	3,0,0.0002588214994392201,0.0
become	0,4,0.0,0.00029682398337785694
bed	0,1,0.0,7.420599584446424e-05
beers	1,0,8.62738331464067e-05,0.0
beetcn	0,1,0.0,7.420599584446424e-05
before	7,11,0.0006039168320248468,0.0008162659542891065
began	2,4,0.0001725476662928134,0.00029682398337785694
begin	0,4,0.0,0.00029682398337785694
beginning	1,3,8.62738331464067e-05,0.0002226179875333927
being	8,2,0.0006901906651712536,0.00014841199168892847
believable	0,2,0.0,0.00014841199168892847
believes	1,0,8.62738331464067e-05,0.0
below	6,7,0.0005176429988784402,0.0005194419709112497
benedicta	0,2,0.0,0.00014841199168892847
benefit	2,7,0.0001725476662928134,0.0005194419709112497
benson	0,1,0.0,7.420599584446424e-05
ber	0,1,0.0,7.420599584446424e-05
beyond	3,0,0.0002588214994392201,0.0
bgmlm	0,1,0.0,7.420599584446424e-05
bid	1,0,8.62738331464067e-05,0.0
biggest	0,1,0.0,7.420599584446424e-05
bill	3,2,0.0002588214994392201,0.00014841199168892847
billion	5,1,0.0004313691657320335,7.420599584446424e-05
bit	1,1,8.62738331464067e-05,7.420599584446424e-05
biwven	0,1,0.0,7.420599584446424e-05
biz	0,2,0.0,0.00014841199168892847
bjeffrie	1,0,8.62738331464067e-05,0.0
bjwl	0,1,0.0,7.420599584446424e-05
bless	0,2,0.0,0.00014841199168892847
block	2,2,0.0001725476662928134,0.00014841199168892847
blocking	0,1,0.0,7.420599584446424e-05
blows	1,0,8.62738331464067e-05,0.0
blues	1,0,8.62738331464067e-05,0.0
bmf	0,1,0.0,7.420599584446424e-05
bob	5,0,0.0004313691657320335,0.0
bold	0,2,0.0,0.00014841199168892847
bombs	0,1,0.0,7.420599584446424e-05
bond	0,1,0.0,7.420599584446424e-05
bonus	0,5,0.0,0.00037102997922232116
bonuses	0,4,0.0,0.00029682398337785694
book	2,3,0.0001725476662928134,0.0002226179875333927
boost	0,1,0.0,7.420599584446424e-05
boots	1,0,8.62738331464067e-05,0.0
booze	0,1,0.0,7.420599584446424e-05
borrowers	0,1,0.0,7.420599584446424e-05
boss	0,1,0.0,7.420599584446424e-05
both	5,7,0.0004313691657320335,0.0005194419709112497
bottom	0,2,0.0,0.00014841199168892847
bought	2,1,0.0001725476662928134,7.420599584446424e-05
box	0,17,0.0,0.0012615019293558919
boxes	1,0,8.62738331464067e-05,0.0
brad	2,0,0.0001725476662928134,0.0
brainstorm	1,0,8.62738331464067e-05,0.0
brand	0,1,0.0,7.420599584446424e-05
branding	0,1,0.0,7.420599584446424e-05
break	4,1,0.0003450953325856268,7.420599584446424e-05
breathe	0,2,0.0,0.00014841199168892847
bredd	1,0,8.62738331464067e-05,0.0
brent	1,1,8.62738331464067e-05,7.420599584446424e-05
brett	3,0,0.0002588214994392201,0.0
brex	0,1,0.0,7.420599584446424e-05
brick	0,1,0.0,7.420599584446424e-05
brings	2,2,0.0001725476662928134,0.00014841199168892847
broker	0,1,0.0,7.420599584446424e-05
brought	0,1,0.0,7.420599584446424e-05
btu	1,0,8.62738331464067e-05,0.0
buck	1,0,8.62738331464067e-05,0.0
buildings	0,1,0.0,7.420599584446424e-05
buka	0,2,0.0,0.00014841199168892847
bull	0,1,0.0,7.420599584446424e-05
bulleted	0,2,0.0,0.00014841199168892847
bullets	0,1,0.0,7.420599584446424e-05
burning	0,2,0.0,0.00014841199168892847
busines	0,1,0.0,7.420599584446424e-05
busy	0,1,0.0,7.420599584446424e-05
but	21,35,0.0018117504960745406,0.0025972098545562483
by	52,57,0.004486239323613148,0.004229741763134461
byee	0,1,0.0,7.420599584446424e-05
c	5,10,0.0004313691657320335,0.0007420599584446423
cabinets	1,0,8.62738331464067e-05,0.0
cali	0,1,0.0,7.420599584446424e-05
called	0,2,0.0,0.00014841199168892847
camp	7,0,0.0006039168320248468,0.0
campus	0,1,0.0,7.420599584446424e-05
canadian	1,0,8.62738331464067e-05,0.0
candidate	1,0,8.62738331464067e-05,0.0
cannot	1,2,8.62738331464067e-05,0.00014841199168892847
cano	0,1,0.0,7.420599584446424e-05
capitalisation	0,1,0.0,7.420599584446424e-05
cards	1,4,8.62738331464067e-05,0.00029682398337785694
care	2,5,0.0001725476662928134,0.00037102997922232116
carefully	0,3,0.0,0.0002226179875333927
carlo	0,1,0.0,7.420599584446424e-05
carmody	0,1,0.0,7.420599584446424e-05
carol	0,1,0.0,7.420599584446424e-05
carroll	6,0,0.0005176429988784402,0.0
carry	0,1,0.0,7.420599584446424e-05
cars	0,4,0.0,0.00029682398337785694
cases	0,2,0.0,0.00014841199168892847
cash	6,5,0.0005176429988784402,0.00037102997922232116
cashpromotions	0,3,0.0,0.0002226179875333927
catalog	0,3,0.0,0.0002226179875333927
catalyze	2,0,0.0001725476662928134,0.0
caucasians	0,1,0.0,7.420599584446424e-05
cause	0,1,0.0,7.420599584446424e-05
caused	0,1,0.0,7.420599584446424e-05
ccprod	0,2,0.0,0.00014841199168892847
cd	0,1,0.0,7.420599584446424e-05
ceased	0,1,0.0,7.420599584446424e-05
cede	1,0,8.62738331464067e-05,0.0
cele	0,1,0.0,7.420599584446424e-05
celebrate	1,0,8.62738331464067e-05,0.0
celias	1,0,8.62738331464067e-05,0.0
cellulite	0,1,0.0,7.420599584446424e-05
cemented	0,1,0.0,7.420599584446424e-05
cenochs	1,0,8.62738331464067e-05,0.0
center	3,8,0.0002588214994392201,0.0005936479667557139
central	2,0,0.0001725476662928134,0.0
cents	2,4,0.0001725476662928134,0.00029682398337785694
certainly	0,2,0.0,0.00014841199168892847
cgi	0,3,0.0,0.0002226179875333927
chairman	2,0,0.0001725476662928134,0.0
challenge	1,0,8.62738331464067e-05,0.0
chambers	1,0,8.62738331464067e-05,0.0
champion	0,1,0.0,7.420599584446424e-05
chances	0,2,0.0,0.00014841199168892847
changes	4,0,0.0003450953325856268,0.0
changing	0,1,0.0,7.420599584446424e-05
channel	0,1,0.0,7.420599584446424e-05
charges	0,1,0.0,7.420599584446424e-05
chartroom	0,1,0.0,7.420599584446424e-05
charts	2,0,0.0001725476662928134,0.0
cheap	0,1,0.0,7.420599584446424e-05
checks	0,1,0.0,7.420599584446424e-05
chewing	0,2,0.0,0.00014841199168892847
chief	3,0,0.0002588214994392201,0.0
children	0,2,0.0,0.00014841199168892847
chile	0,2,0.0,0.00014841199168892847
china	0,3,0.0,0.0002226179875333927
chinamen	0,1,0.0,7.420599584446424e-05
chinese	0,1,0.0,7.420599584446424e-05
chisholm	0,1,0.0,7.420599584446424e-05
choice	0,1,0.0,7.420599584446424e-05
chokshi	1,0,8.62738331464067e-05,0.0
choose	0,4,0.0,0.00029682398337785694
chris	1,0,8.62738331464067e-05,0.0
christine	1,0,8.62738331464067e-05,0.0
chunk	1,0,8.62738331464067e-05,0.0
cialis	0,2,0.0,0.00014841199168892847
cigars	0,1,0.0,7.420599584446424e-05
cindy	5,0,0.0004313691657320335,0.0
cinergy	1,0,8.62738331464067e-05,0.0
citizens	0,2,0.0,0.00014841199168892847
city	0,5,0.0,0.00037102997922232116
civilizirano	0,1,0.0,7.420599584446424e-05
cj	0,5,0.0,0.00037102997922232116
claiis	0,1,0.0,7.420599584446424e-05
claims	0,2,0.0,0.00014841199168892847
clare	1,0,8.62738331464067e-05,0.0
clark	1,0,8.62738331464067e-05,0.0
clear	2,7,0.0001725476662928134,0.0005194419709112497
clearing	0,1,0.0,7.420599584446424e-05
clem	1,0,8.62738331464067e-05,0.0
clemons	0,1,0.0,7.420599584446424e-05
client	1,0,8.62738331464067e-05,0.0
cliffhanger	0,2,0.0,0.00014841199168892847
clinches	0,1,0.0,7.420599584446424e-05
clinging	0,1,0.0,7.420599584446424e-05
clips	1,0,8.62738331464067e-05,0.0
closely	4,0,0.0003450953325856268,0.0
closure	0,1,0.0,7.420599584446424e-05
coal	0,2,0.0,0.00014841199168892847
cobalt	0,1,0.0,7.420599584446424e-05
coe	4,0,0.0003450953325856268,0.0
cohen	0,1,0.0,7.420599584446424e-05
coleman	1,0,8.62738331464067e-05,0.0
college	0,3,0.0,0.0002226179875333927
color	18,1,0.0015529289966353206,7.420599584446424e-05
com	74,108,0.006384263652834095,0.008014247551202136
comclick	0,1,0.0,7.420599584446424e-05
comes	3,2,0.0002588214994392201,0.00014841199168892847
comhttp	0,1,0.0,7.420599584446424e-05
coming	3,1,0.0002588214994392201,7.420599584446424e-05
commence	1,0,8.62738331464067e-05,0.0
commenced	1,0,8.62738331464067e-05,0.0
commentaries	0,1,0.0,7.420599584446424e-05
commentary	0,8,0.0,0.0005936479667557139
commission	1,1,8.62738331464067e-05,7.420599584446424e-05
commodities	0,1,0.0,7.420599584446424e-05
commodity	6,1,0.0005176429988784402,7.420599584446424e-05
common	1,1,8.62738331464067e-05,7.420599584446424e-05
communicate	2,0,0.0001725476662928134,0.0
communities	3,0,0.0002588214994392201,0.0
community	1,10,8.62738331464067e-05,0.0007420599584446423
companies	2,3,0.0001725476662928134,0.0002226179875333927
company	7,8,0.0006039168320248468,0.0005936479667557139
compare	0,5,0.0,0.00037102997922232116
compared	0,1,0.0,7.420599584446424e-05
competencies	2,0,0.0001725476662928134,0.0
competition	0,2,0.0,0.00014841199168892847
competitive	0,1,0.0,7.420599584446424e-05
complete	0,3,0.0,0.0002226179875333927
completed	1,1,8.62738331464067e-05,7.420599584446424e-05
compliance	1,0,8.62738331464067e-05,0.0
complicated	0,1,0.0,7.420599584446424e-05
compliments	0,1,0.0,7.420599584446424e-05
computer	0,6,0.0,0.0004452359750667854
concerns	3,0,0.0002588214994392201,0.0
condition	0,2,0.0,0.00014841199168892847
conductor	0,1,0.0,7.420599584446424e-05
confirmation	1,1,8.62738331464067e-05,7.420599584446424e-05
congrats	1,0,8.62738331464067e-05,0.0
congratulations	3,0,0.0002588214994392201,0.0
consciously	0,1,0.0,7.420599584446424e-05
consider	3,1,0.0002588214994392201,7.420599584446424e-05
consistently	2,0,0.0001725476662928134,0.0
consisting	0,1,0.0,7.420599584446424e-05
constantly	0,1,0.0,7.420599584446424e-05
consternation	0,1,0.0,7.420599584446424e-05
construction	1,0,8.62738331464067e-05,0.0
constructive	1,0,8.62738331464067e-05,0.0
consultation	0,1,0.0,7.420599584446424e-05
consumers	1,0,8.62738331464067e-05,0.0
contacts	1,0,8.62738331464067e-05,0.0
contains	0,3,0.0,0.0002226179875333927
contemplation	1,0,8.62738331464067e-05,0.0
content	1,12,8.62738331464067e-05,0.0008904719501335708
continents	1,0,8.62738331464067e-05,0.0
continue	10,4,0.000862738331464067,0.00029682398337785694
continued	1,2,8.62738331464067e-05,0.00014841199168892847
contracted	2,0,0.0001725476662928134,0.0
contracts	11,1,0.0009490121646104736,7.420599584446424e-05
control	4,3,0.0003450953325856268,0.0002226179875333927
convenience	1,0,8.62738331464067e-05,0.0
convince	0,1,0.0,7.420599584446424e-05
cool	3,0,0.0002588214994392201,0.0
cooperation	3,0,0.0002588214994392201,0.0
coordinating	1,0,8.62738331464067e-05,0.0
coordination	2,0,0.0001725476662928134,0.0
copartnery	0,1,0.0,7.420599584446424e-05
copper	0,7,0.0,0.0005194419709112497
copy	0,12,0.0,0.0008904719501335708
copying	1,0,8.62738331464067e-05,0.0
copyright	0,3,0.0,0.0002226179875333927
coral	3,1,0.0002588214994392201,7.420599584446424e-05
corel	0,4,0.0,0.00029682398337785694
coreldraw	0,2,0.0,0.00014841199168892847
cornet	0,1,0.0,7.420599584446424e-05
corporate	7,1,0.0006039168320248468,7.420599584446424e-05
cost	4,3,0.0003450953325856268,0.0002226179875333927
cotroneo	1,0,8.62738331464067e-05,0.0
could	2,10,0.0001725476662928134,0.0007420599584446423
course	0,8,0.0,0.0005936479667557139
court	3,0,0.0002588214994392201,0.0
cover	1,0,8.62738331464067e-05,0.0
cp	1,0,8.62738331464067e-05,0.0
cpuc	2,0,0.0001725476662928134,0.0
crank	1,0,8.62738331464067e-05,0.0
crazy	0,1,0.0,7.420599584446424e-05
creates	0,2,0.0,0.00014841199168892847
creating	0,2,0.0,0.00014841199168892847
creation	2,0,0.0001725476662928134,0.0
credi	0,1,0.0,7.420599584446424e-05
credit	4,13,0.0003450953325856268,0.000964677945978035
creditors	2,1,0.0001725476662928134,7.420599584446424e-05
crenshaw	13,0,0.001121559830903287,0.0
crest	0,1,0.0,7.420599584446424e-05
critical	9,0,0.0007764644983176603,0.0
crooked	0,1,0.0,7.420599584446424e-05
crowd	0,2,0.0,0.00014841199168892847
cure	0,1,0.0,7.420599584446424e-05
current	4,4,0.0003450953325856268,0.00029682398337785694
curriculum	5,0,0.0004313691657320335,0.0
cushion	0,1,0.0,7.420599584446424e-05
custom	0,1,0.0,7.420599584446424e-05
customers	0,2,0.0,0.00014841199168892847
cyberopps	0,1,0.0,7.420599584446424e-05
czkkrxht	0,1,0.0,7.420599584446424e-05
daily	2,1,0.0001725476662928134,7.420599584446424e-05
damage	0,1,0.0,7.420599584446424e-05
damned	0,1,0.0,7.420599584446424e-05
damorganjr	0,1,0.0,7.420599584446424e-05
damorgarjr	0,1,0.0,7.420599584446424e-05
daniel	2,0,0.0001725476662928134,0.0
database	1,0,8.62738331464067e-05,0.0
datacenter	0,1,0.0,7.420599584446424e-05
dates	2,1,0.0001725476662928134,7.420599584446424e-05
davenport	1,0,8.62738331464067e-05,0.0
davis	9,0,0.0007764644983176603,0.0
days	2,5,0.0001725476662928134,0.00037102997922232116
daytime	0,2,0.0,0.00014841199168892847
dc	1,0,8.62738331464067e-05,0.0
dclemons	0,1,0.0,7.420599584446424e-05
dcoit	0,1,0.0,7.420599584446424e-05
de	0,2,0.0,0.00014841199168892847
deadlines	0,1,0.0,7.420599584446424e-05
deals	3,0,0.0002588214994392201,0.0
debt	5,5,0.0004313691657320335,0.00037102997922232116
december	2,16,0.0001725476662928134,0.0011872959335114278
decides	0,1,0.0,7.420599584446424e-05
decreases	1,0,8.62738331464067e-05,0.0
deeper	0,1,0.0,7.420599584446424e-05
defeat	1,0,8.62738331464067e-05,0.0
deficient	0,1,0.0,7.420599584446424e-05
defined	0,1,0.0,7.420599584446424e-05
delainey	5,0,0.0004313691657320335,0.0
delete	7,1,0.0006039168320248468,7.420599584446424e-05
deliver	1,0,8.62738331464067e-05,0.0
delivering	1,0,8.62738331464067e-05,0.0
delusive	0,1,0.0,7.420599584446424e-05
demand	2,0,0.0001725476662928134,0.0
democratic	1,0,8.62738331464067e-05,0.0
denied	1,0,8.62738331464067e-05,0.0
dennis	1,2,8.62738331464067e-05,0.00014841199168892847
deposited	0,2,0.0,0.00014841199168892847
dept	1,0,8.62738331464067e-05,0.0
described	0,1,0.0,7.420599584446424e-05
desert	0,1,0.0,7.420599584446424e-05
designed	1,2,8.62738331464067e-05,0.00014841199168892847
designs	0,4,0.0,0.00029682398337785694
desk	8,3,0.0006901906651712536,0.0002226179875333927
desmeules	1,0,8.62738331464067e-05,0.0
desperate	0,1,0.0,7.420599584446424e-05
despise	0,1,0.0,7.420599584446424e-05
detail	0,2,0.0,0.00014841199168892847
determine	0,1,0.0,7.420599584446424e-05
detract	0,1,0.0,7.420599584446424e-05
developing	2,0,0.0001725476662928134,0.0
development	14,1,0.0012078336640496937,7.420599584446424e-05
dfelsinger	1,0,8.62738331464067e-05,0.0
dfur	0,1,0.0,7.420599584446424e-05
dhar	4,0,0.0003450953325856268,0.0
diamonds	0,1,0.0,7.420599584446424e-05
diane	1,0,8.62738331464067e-05,0.0
dictating	0,1,0.0,7.420599584446424e-05
did	4,4,0.0003450953325856268,0.00029682398337785694
didn	1,3,8.62738331464067e-05,0.0002226179875333927
different	3,2,0.0002588214994392201,0.00014841199168892847
difficulty	1,0,8.62738331464067e-05,0.0
digression	0,1,0.0,7.420599584446424e-05
direct	2,0,0.0001725476662928134,0.0
directing	1,0,8.62738331464067e-05,0.0
direction	3,0,0.0002588214994392201,0.0
dirtier	1,0,8.62738331464067e-05,0.0
discarded	0,1,0.0,7.420599584446424e-05
discontinue	0,2,0.0,0.00014841199168892847
discoouunt	0,1,0.0,7.420599584446424e-05
discounnt	0,1,0.0,7.420599584446424e-05
discover	0,2,0.0,0.00014841199168892847
discussed	2,0,0.0001725476662928134,0.0
dismissed	1,0,8.62738331464067e-05,0.0
disparate	1,0,8.62738331464067e-05,0.0
displayed	0,1,0.0,7.420599584446424e-05
dissemination	1,0,8.62738331464067e-05,0.0
distance	1,4,8.62738331464067e-05,0.00029682398337785694
distort	0,1,0.0,7.420599584446424e-05
distracted	0,1,0.0,7.420599584446424e-05
distributed	1,0,8.62738331464067e-05,0.0
distributions	2,0,0.0001725476662928134,0.0
diverted	1,0,8.62738331464067e-05,0.0
divided	1,0,8.62738331464067e-05,0.0
division	1,0,8.62738331464067e-05,0.0
dkohler	1,0,8.62738331464067e-05,0.0
dmao	1,0,8.62738331464067e-05,0.0
do	9,24,0.0007764644983176603,0.0017809439002671415
dobmeos	0,1,0.0,7.420599584446424e-05
doctor	0,2,0.0,0.00014841199168892847
documenting	2,0,0.0001725476662928134,0.0
does	3,7,0.0002588214994392201,0.0005194419709112497
doesn	0,7,0.0,0.0005194419709112497
doing	0,5,0.0,0.00037102997922232116
dol	0,1,0.0,7.420599584446424e-05
dollars	1,2,8.62738331464067e-05,0.00014841199168892847
don	8,20,0.0006901906651712536,0.0014841199168892847
dont	0,1,0.0,7.420599584446424e-05
double	0,1,0.0,7.420599584446424e-05
doubts	0,1,0.0,7.420599584446424e-05
doug	1,0,8.62738331464067e-05,0.0
dozens	0,1,0.0,7.420599584446424e-05
draft	0,1,0.0,7.420599584446424e-05
drafting	1,0,8.62738331464067e-05,0.0
dramatic	1,0,8.62738331464067e-05,0.0
drives	1,0,8.62738331464067e-05,0.0
dronn	1,0,8.62738331464067e-05,0.0
drugs	0,2,0.0,0.00014841199168892847
dubuque	0,3,0.0,0.0002226179875333927
duck	0,1,0.0,7.420599584446424e-05
duke	3,0,0.0002588214994392201,0.0
duplicate	0,1,0.0,7.420599584446424e-05
during	7,1,0.0006039168320248468,7.420599584446424e-05
dutchess	0,1,0.0,7.420599584446424e-05
dwr	3,0,0.0002588214994392201,0.0
dycmpf	0,1,0.0,7.420599584446424e-05
dynamic	2,0,0.0001725476662928134,0.0
e	19,35,0.0016392028297817272,0.0025972098545562483
each	14,8,0.0012078336640496937,0.0005936479667557139
early	6,2,0.0005176429988784402,0.00014841199168892847
earths	0,1,0.0,7.420599584446424e-05
easily	0,4,0.0,0.00029682398337785694
east	0,1,0.0,7.420599584446424e-05
eatables	0,1,0.0,7.420599584446424e-05
eb	16,0,0.0013803813303425072,0.0
ebl	1,0,8.62738331464067e-05,0.0
ebooks	0,1,0.0,7.420599584446424e-05
ecarmst	0,1,0.0,7.420599584446424e-05
economic	0,2,0.0,0.00014841199168892847
